Group	Sub-group	Name	Sex	Cell type	Tissue	Cell line	Disease	Donor	Experiment	File type	Format	Analyis production	Size	MD5	URL
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K27me3	Enriched regions	BED	EMBL-EBI	869K	bee6ebc49d2358edd31037230d9dbc8b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K27me3.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K27me3	Enriched regions	Text	EMBL-EBI	1006K	3df7867c6db5a38afd98c3459952ed18	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K27me3.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K27me3	Normalized signal	bigWig	EMBL-EBI	720M	f0d554df4f17c91ce87901f662e8169e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K27me3.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.1M	1114f1787c8dde26ad4d15842ee9cf13	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K36me3.ppqt_macs2_broad_v2.20130415.bb
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K36me3	Enriched regions	BED	EMBL-EBI	1.6M	2ddec71ce3fa6131163a902d73b7fa13	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K36me3.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K36me3	Enriched regions	Text	EMBL-EBI	1.8M	bbe1fa993c8cdfe02bb8846867d5f9f2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K36me3.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K36me3	Normalized signal	bigWig	EMBL-EBI	995M	9dc3adb701de4cb34775a333fb1ec878	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K36me3.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.8M	35e03dfc37a3926829091f845056718d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me1.ppqt_macs2_broad_v2.20130415.bb
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me1	Enriched regions	BED	EMBL-EBI	2.2M	72df426195497ddc2a31e0940c5de358	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me1.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me1	Enriched regions	Text	EMBL-EBI	2.5M	fedb855f23a836decba3eb923647cf5a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me1.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me1	Normalized signal	bigWig	EMBL-EBI	642M	a9e88b936fa000687be9c944e2714900	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me1.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me3	Enriched regions	bigBed	EMBL-EBI	855K	18a1abe47809996db46c752ba502651c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me3.ppqt_macs2_v2.20130415.bb
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me3	Enriched regions	BED	EMBL-EBI	911K	c3cc0ba9700229be9d95f8febbabb229	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me3.ppqt_macs2_v2.20130415.bed.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me3	Enriched regions	Text	EMBL-EBI	1.1M	167152c5684174f8d30fb72b78ad02b7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me3.ppqt_macs2_v2.20130415.xls.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K4me3	Normalized signal	bigWig	EMBL-EBI	716M	22b04d0f29b46b1914cce3ecb982125d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K4me3.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K9me3	Enriched regions	bigBed	EMBL-EBI	1.2M	753f64ccc9799d34e04c509f646bc5c2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K9me3.ppqt_macs2_broad_v2.20130415.bb
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K9me3	Enriched regions	BED	EMBL-EBI	1.5M	6d3eb7792a052d55ada4d862240cc01b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K9me3.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K9me3	Enriched regions	Text	EMBL-EBI	1.7M	2b49c1feb0af45f3515cf709f3cfa725	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K9me3.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	H3K9me3	Normalized signal	bigWig	EMBL-EBI	745M	81ba9acbbf114f96a2e7509351b67ff9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.H3K9me3.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C002YM	Female	CD8-positive, alpha-beta T cell	Cord blood		None	C002YM	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	e659f4f6352ddd4c9aefa6abd06b2bf8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C002YM/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C002YMH1.Input.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C00360	Male	CD8-positive, alpha-beta T cell	Cord blood		None	C00360	H3K27ac	Enriched regions	bigBed	EMBL-EBI	465K	f2af8ff789bcaf5ccab82c48a42b9d7a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C00360/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C00360H1.H3K27ac.ppqt_macs2_v2.20130415.bb
Cord blood	CD8-positive, alpha-beta T cell	C00360	Male	CD8-positive, alpha-beta T cell	Cord blood		None	C00360	H3K27ac	Enriched regions	BED	EMBL-EBI	520K	98bece1c05eb3e6f5fd69d8d21618efe	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C00360/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C00360H1.H3K27ac.ppqt_macs2_v2.20130415.bed.gz
Cord blood	CD8-positive, alpha-beta T cell	C00360	Male	CD8-positive, alpha-beta T cell	Cord blood		None	C00360	H3K27ac	Enriched regions	Text	EMBL-EBI	598K	a3828a2acaad450bb6463846f6bc0608	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C00360/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C00360H1.H3K27ac.ppqt_macs2_v2.20130415.xls.gz
Cord blood	CD8-positive, alpha-beta T cell	C00360	Male	CD8-positive, alpha-beta T cell	Cord blood		None	C00360	H3K27ac	Normalized signal	bigWig	EMBL-EBI	1.1G	bf5110f906b6463ae4cb17c7a94df006	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C00360/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C00360H1.H3K27ac.wiggler.20130415.bw
Cord blood	CD8-positive, alpha-beta T cell	C00360	Male	CD8-positive, alpha-beta T cell	Cord blood		None	C00360	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	909a5e87dc4e52b9338569923eb14aab	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C00360/CD8-positive_alpha-beta_T_cell/ChIP-Seq/NCMLS/C00360H1.Input.wiggler.20130415.bw
Cord blood	CD38-negative naive B cell	C003K9	Male	CD38-negative naive B cell	Cord blood		None	C003K9	Bisulfite-Seq	Methylation signal	bigWig	CNAG	118M	bfe89973c3cb7dbd81ee47f43062a389	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C003K9/CD38-negative_naive_B_cell/Bisulfite-Seq/CNAG/C003K951.CPG_methylation_calls.bs_call.20140106.bw
Cord blood	CD38-negative naive B cell	C003K9	Male	CD38-negative naive B cell	Cord blood		None	C003K9	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	143M	8121627a0806f2cccf620670aad392f3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C003K9/CD38-negative_naive_B_cell/Bisulfite-Seq/CNAG/C003K951.CPG_methylation_sd.bs_call.20140106.bw
Cord blood	CD38-negative naive B cell	C003K9	Male	CD38-negative naive B cell	Cord blood		None	C003K9	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	5.3M	35b05844258e5941af07fa9504944df3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C003K9/CD38-negative_naive_B_cell/Bisulfite-Seq/CNAG/C003K951.hyper_meth.bs_call.20140106.bb
Cord blood	CD38-negative naive B cell	C003K9	Male	CD38-negative naive B cell	Cord blood		None	C003K9	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	21M	97e1d830ccf9b7cdbf8935536761aeda	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C003K9/CD38-negative_naive_B_cell/Bisulfite-Seq/CNAG/C003K951.hyper_meth.bs_call.20140106.bed.gz
Cord blood	CD38-negative naive B cell	C003K9	Male	CD38-negative naive B cell	Cord blood		None	C003K9	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	800K	37abb5826f81127473b306e5423aff37	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C003K9/CD38-negative_naive_B_cell/Bisulfite-Seq/CNAG/C003K951.hypo_meth.bs_call.20140106.bb
Cord blood	CD38-negative naive B cell	C003K9	Male	CD38-negative naive B cell	Cord blood		None	C003K9	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	4.5M	b6a6426271977ba0b911adbade095a35	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C003K9/CD38-negative_naive_B_cell/Bisulfite-Seq/CNAG/C003K951.hypo_meth.bs_call.20140106.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	Bisulfite-Seq	Methylation signal	bigWig	CNAG	146M	5ba2482a03798eaff7881627923bd9f4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/Bisulfite-Seq/CNAG/C004GD51.CPG_methylation_calls.bs_call.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	161M	75d35eb0f60571c5877f150f1ac9783e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/Bisulfite-Seq/CNAG/C004GD51.CPG_methylation_sd.bs_call.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	6.2M	2962646f0a639ad86cbd575502768a9d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/Bisulfite-Seq/CNAG/C004GD51.hyper_meth.bs_call.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	22M	a4cb36ac8c8f08ef1c98951b8fb11612	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/Bisulfite-Seq/CNAG/C004GD51.hyper_meth.bs_call.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	787K	0b1c976f98b11d8dd61e452604fea5ed	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/Bisulfite-Seq/CNAG/C004GD51.hypo_meth.bs_call.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	6.3M	ab72ec348e0099c3adfe72c941053e21	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/Bisulfite-Seq/CNAG/C004GD51.hypo_meth.bs_call.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27ac	Enriched regions	bigBed	EMBL-EBI	1005K	0d24ba8b4f3fd14b447584e247040646	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27ac.ppqt_macs2_v2.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27ac	Enriched regions	BED	EMBL-EBI	1.2M	5f74de04aad2c35bdc0a37d673d470ac	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27ac.ppqt_macs2_v2.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27ac	Enriched regions	Text	EMBL-EBI	1.4M	66531bcd88bb53fac9bd390b1dca7001	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27ac.ppqt_macs2_v2.20130415.xls.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27ac	Normalized signal	bigWig	EMBL-EBI	1.1G	18900b770e0ea71fe3ca3fe208711eda	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27ac.wiggler.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27me3	Enriched regions	bigBed	EMBL-EBI	1.3M	a83e03afac6f8f76309b5b318b00e0e2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27me3.ppqt_macs2_broad_v2.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27me3	Enriched regions	BED	EMBL-EBI	2.0M	48f477629c4fe237f56db9a3ea327453	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27me3.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27me3	Enriched regions	Text	EMBL-EBI	2.3M	16484e304a61922a6cda8bd784d91e0c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27me3.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	4b5bc756dc04e7214904699d0d852a5b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K27me3.wiggler.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.3M	a662051815073acb5b83e33acba2ae04	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K36me3.ppqt_macs2_broad_v2.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K36me3	Enriched regions	BED	EMBL-EBI	1.8M	df72c457411ebc9c47dcf245bedef091	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K36me3.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K36me3	Enriched regions	Text	EMBL-EBI	2.1M	9c07262207415d5bfa109b5069a89edf	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K36me3.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1015M	ce18bb59f371ac916d85de5032a7aad8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K36me3.wiggler.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.7M	9f3897e1a3f9c5fdd209e544db7327ff	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me1.ppqt_macs2_broad_v2.20141014.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me1	Enriched regions	BED	EMBL-EBI	2.2M	21f84aec668b4a845288cbf5f6aa4356	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me1.ppqt_macs2_broad_v2.20141014.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me1	Enriched regions	Text	EMBL-EBI	2.5M	d85601c0f549d2d8b9ec3736a0fe277c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me1.ppqt_macs2_broad_v2.20141014.xls.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me1	Normalized signal	bigWig	EMBL-EBI	995M	6bdd778d469d12df3b3c4347391086ea	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me1.wiggler.20141014.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me3	Enriched regions	bigBed	EMBL-EBI	960K	ba739cb59f2547ea80cb751221ca5717	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me3.ppqt_macs2_v2.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me3	Enriched regions	BED	EMBL-EBI	1007K	5db167f0eec1847a63eba1cddda023ea	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me3.ppqt_macs2_v2.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me3	Enriched regions	Text	EMBL-EBI	1.2M	022b87338867ea5407d40546e6831de9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me3.ppqt_macs2_v2.20130415.xls.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.2G	08e47ce5cabb19301b9d75d2831bfc6c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K4me3.wiggler.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K9me3	Enriched regions	bigBed	EMBL-EBI	1.5M	3f434d69c62e2d8493f1730e1ca2f883	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K9me3.ppqt_macs2_broad_v2.20130415.bb
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K9me3	Enriched regions	BED	EMBL-EBI	1.9M	b6e62a164e58f49fa5c9c8241b163eea	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K9me3.ppqt_macs2_broad_v2.20130415.bed.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K9me3	Enriched regions	Text	EMBL-EBI	2.2M	03bdcd4aa3256601c3c95c0a9b43a511	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K9me3.ppqt_macs2_broad_v2.20130415.xls.gz
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.1G	4a02cb1107e9b6d476e0c19226eae109	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.H3K9me3.wiggler.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	9b47bf264df5cfc402869ef7e092b0c7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/ChIP-Seq/NCMLS/C004GDH1.Input.wiggler.20130415.bw
Cord blood	mature neutrophil	C004GD	Female	mature neutrophil	Cord blood		None	C004GD	RNA-Seq	Contigs	BED	CRG	57M	f82f1d07b142fb937b3a2e2f593823fb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/C004GD/mature_neutrophil/RNA-Seq/MPIMG/C004GD12.contigs.gem_grape_crg.20130415.bed
